alternate,1
anomoly,4
backup,1
below,3
between,3
bottom,3
broker,1
cocacola,3
coincidence,1
convert,1
crest,1
cyborg,1
district,1
drpepper,3
gumibears,1
jujubes,1
middle,3
pinnacle,3
reform,1
sector,1
skittles,1
smarties,1
spaghettini,3
spare,1
syncronicity,1
terrain,1
territory,1
top,3
tract,1
vermicelli,2
zone,1
